manifesto_id,party_id,partyname,election_date,year,language,cmp_code,text
41221_199809,41221,Party of Democratic Socialism,199809,,german,per604,"Wir wenden uns gegen jegliche juristische und gesellschaftliche Diskriminierung von Menschen aufgrund ihrer sexuellen Orientierung und fordern, daß Bedingungen für die volle und gleichberechtigte Akzeptanz von Lesben, Schwulen, Bi- und Transsexuellen in der Gesellschaft geschaffen werden"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per604,Wir wollen die gleichberechtigte Anerkennung aller Lebensformen und Lebensgemeinschaften
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"drittens den Idealen von einer gerechten, solidarischen und alternativen Lebensweise mehr Chancen einzuräumen und"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Die PDS setzt sich für ein selbstbestimmtes, materiell gesichertes und sozial integriertes Leben im Alter ein"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die bundesdeutsche Gesellschaft ist gegenwärtig weit davon entfernt, Menschen mit Behinderungen ein selbstbestimmtes, weitgehend unabhängiges und gleichberechtigtes Leben zu ermöglichen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Mehr Selbständigkeit, Selbstbestimmung und demokratische Mitwirkung von Menschen mit Behinderungen zu erreichen, verlangt unter anderem, entschiedener gegen Behördenwillkür und politische Entmündigung aufzutreten"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"und sich für mehr Projekte einzusetzen, die behinderten Menschen ein Höchstmaß an Selbständigkeit und Freiraum ermöglichen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Die PDS orientiert ihre Behindertenpolitik an den von der UNO-Vollversammlung 1993 verabschiedeten Rahmenbedingungen für die Herstellung der Chancengleichheit für Menschen mit Behinderungen (Standard Rules)
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die Lebens-, Arbeits- und Wohnwelt behindertengerecht zu gestalten, ist unser Anliegen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Wir unterstützen alle Aktivitäten zum Erhalt und Ausbau bestehender Strukturen der Selbsthilfe und wehren uns gegen Bestrebungen der Bundesregierung, mit Hilfe fiskalischer Regelungen Selbsthilfe einzuschränken"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Wir wollen mit fortschrittlichen Kräften und insbesondere mit den Selbstorganisationen der Migrantinnen und Migranten zusammenarbeiten, damit nicht über die Köpfe der Betroffenen hinweg entschieden wird"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,die Möglichkeit doppelter Staatsbürgerschaft
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Der völkische Charakter des deutschen Staatsbürgerschaftsrechts muß beseitigt werden
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die PDS tritt dafür ein, daß Migrantinnen und Migranten, Aussiedlerinnen und Aussiedler gleiche Zugangsvoraussetzungen für den Bildungs-, Ausbildungs- und Arbeitsmarktbereich bekommen wie hier aufgewachsene Deutsche"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Dazu zählen die unbürokratische Anerkennung von Schul-, Ausbildungs- und Hochschulabschlüssen und umfassende interkulturelle Fördermaßnahmen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Die PDS setzt sich für ein umfassendes Antidiskriminierungs- und Gleichstellungsgesetz ein
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Aus Gesetzen und Rechtsverordnungen auf Bundes-, Landes- und kommunaler Ebene müssen Normen, die die Ungleichbehandlung von Deutschen und Einwanderinnen und Einwanderern festschreiben, entfernt werden"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Durch die Einführung eines Niederlassungsrechts sollen Migrantinnen und Migranten ein eigenständiges Aufenthaltsrecht bekommen, unabhängig vom Ehepartner und vom Bestand der Ehe"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Gebraucht wird eine Gesamtkonzeption zur Integration von Migrantinnen und Migranten
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Erst auf dieser Grundlage ist eine differenzierte Integration auf Bundes-, Landes- und kommunaler Ebene möglich"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Kein Mensch flieht ohne Not aus seiner Heimat
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Nur eine zukunftsfähige Weltwirtschaftsordnung, die den Reichtum in der Welt und die gesellschaftlichen Beteiligungschancen gerechter verteilt, wird helfen, Fluchtursachen zu bekämpfen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Zweitens: Beseitigung der Diskriminierungen von Migrantinnen und Migranten und differenziertere Maßnahmen zu ihrer Integration
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Drittens: Gleiche Rechte und gleiche Rechtssicherheit für Menschen, die ihren Lebensmittelpunkt in der Bundesrepublik gewählt haben"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Ihnen ist sofortiges Aufenthaltsrecht und spezifische Betreuung zu gewähren
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Sie benötigen schulische und berufliche Qualifizierung
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die Beseitigung der Ungleichbehandlung der Ostdeutschen ist eine wesentliche Voraussetzung für das Bewahren und Festigen der rechtsstaatlichen Praxis in ganz Deutschland
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Die PDS kämpft auch weiterhin konsequent gegen Einkommens- und Rentenungleichheit, die Vertreibung aus Eigenheimen und von Grundstücken, die Kürzung oder Streichung berechtigter Fördermittel, Strafrenten, Berufsverbote, politische Strafverfolgung und die Mißachtung und Diskreditierung ostdeutscher Biographien"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Wir treten für eine gerechte Verteilung von Grund und Boden und für den Erhalt der Ergebnisse der Bodenreform ein
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Wir verurteilen energisch alle Versuche, die Bodenreform rückgängig zu machen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Dem “Gesetz über die Rechte der Eigentümer von Grundstücken aus der Bodenreform vom 06.03. 1990” ist volle Geltung zu verschaffen
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die PDS entwickelt und unterstützt Aktivitäten, die darauf abzielen, die spezifischen Rechte der in Deutschland lebenden Sorben, Dänen, Friesen, Sinti und Roma auf Schutz, Erhalt und Pflege ihrer nationalen Identität umfassend zu gewährleisten und im Grundgesetz der Bundesrepublik Deutschland zu verankern"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die Verbände der nationalen Minderheiten sind wirksam in die Vorbereitung von Entscheidungen der Bundesregierung, der Landesregierungen und in die Verwaltungs- und Planungstätigkeit, die ihre besonderen nationalen Interessen betreffen, einzubeziehen"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Soziale Existenzunsicherheit und Ungerechtigkeit sowie soziale Ausgrenzung und gefährdete Lebensperspektiven für junge Menschen bilden den gesellschaftlichen Boden für wachsende Kriminalität
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die beste Politik zur Bekämpfung von Kriminalität ist eine gute Sozialpolitik
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Gewalt erzeugende gesellschaftliche Strukturen müssen vor allem mit sozialen und politischen Mitteln und Methoden zurückgedrängt werden
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,zum Ausgleich unterschiedlicher sozialer Lagen durch besondere Förderung verpflichten
41221_199809,41221,Party of Democratic Socialism,199809,,german,per604,"Wir wollen eine emanzipatorische, antipatriarchale und antirassistische Jugend- und Bildungspolitik"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,"Die PDS tritt dafür ein, daß Schülerinnen und Schüler mit Behinderungen und deren Erziehungsberechtigte die Betreuungs- und Schulform frei wählen können"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,An allen öffentlichen Schulen sind bei Bedarf die Voraussetzungen zur Integration zu schaffen
41221_199809,41221,Party of Democratic Socialism,199809,,german,per705,Alle Einrichtungen mit sonderpädagogischer Betreuung sind personell und materiell gut auszustatten
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Um den Anteil von Frauen zu erhöhen, sind weitergehende Frauenförderungsmaßnahmen notwendig"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Dazu zählen Frauenquoten bei der Besetzung von Nachwuchsstellen
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"und bei Berufungen, die Erweiterung der Rechte von Frauen- und Gleichstellungsbeauftragten"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die Trennung der Gesellschaft in Menschen mit und Menschen ohne Zugang zu den neuen Medien verspielt die Chancen und mehrt die Risiken dieser Medien
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Die markt- und machtbesessene Deregulierungspolitik des Nordens, der internationalen Konzerne, der Weltbank und des Internationalen Währungsfonds (IWF) ist nirgendwo so zerstörerisch wie im Süden, und die offizielle “Entwicklungspolitik” ist dafür nicht selten Wegbereiter"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,und zur Überwindung der ungeheuren sozialen Spaltungen
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,und den kulturellen und materiellen Reichtum der Erde in einer solidarischen Ordnung für alle Menschen zu erschließen
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"die mit Unterbeschäftigung, Hunger, Elend und Umweltzerstörung verbundene Unterentwicklung großer Teile der Erde,"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Besonders dringlich ist es, Hunger und Verelendung in weiten Teilen Afrikas, Asiens und Lateinamerikas zu überwinden"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die ärmsten Länder sollen umfassend entschuldet werden
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Der Ressourcentransfer, der primär von den armen und ärmsten Staaten zu den reichsten verläuft, muß umgekehrt werden"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die auf dem Maastrichter Vertrag und dem sogenannten Stabilitätspakt basierende Europäische Währungsunion wird weder von einer Sozialunion noch von einer aktiven europäischen Arbeitsmarktpolitik begleitet
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Eine Einführung des EURO, die nicht an konkrete Verpflichtungen zur Erhöhung des Beschäftigungsniveaus und zur Sicherung sozialer und ökologischer Standards gebunden ist, bringt in den Mitgliedstaaten der EU die Gefahr stetigen Sozialabbaus sowie weiterer Vernichtung von Arbeitsplätzen mit sich und treibt ihre Bürgerinnen und Bürger in einen Niedriglohnwettbewerb gegeneinander"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Europa braucht die Wende in der EU-Politik
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"Die PDS setzt sich dafür ein, den Vertragsgrundsatz “einer offenen Marktwirtschaft mit freiem Wettbewerb” zugunsten eines sozialen Gemeinschaftsauftrages der EU zu verändern"
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Eine neue Art der Vollbeschäftigung und die Bewahrung und Weiterentwicklung des europäischen Sozialstaatmodells - das sind Hauptaufgaben bei der Weiterentwicklung des europäischen Integrationsprozesses
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,Die Wirtschafts- und Währungsunion muß in diesem Sinne korrigiert und durch eine Beschäftigungs- und Sozialunion ergänzt werden
41221_199809,41221,Party of Democratic Socialism,199809,,german,per503,"und die Erarbeitung einer umfassenden Antidiskriminierungs- und Gleichstellungsgesetzgebung ein, weil die individuellen und sozialen Grundrechte für alle in der EU lebenden Menschen nur dann wirksam geschützt und garantiert werden können, wenn sie rechtlich einklagbar sind"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die Bundesregierung hat den großen Konzernen und Banken viel, den meisten Menschen in Deutschland wenig gebracht."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,zunehmender sozialer Spaltung und Ausgrenzung
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Gesellschaftliche Solidarität ist unter den Regierungen von Kohl und Schröder zum Auslaufmodell geworden.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Dem Osten, schon um viele Chancen von 1989 betrogen, droht ein unumkehrbarer Abstieg – die Jugend geht weg."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Es gibt keine Koalition, wegen der sie „Ja“ sagen würde zur Fortsetzung einer Politik der sozialen Kälte."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Deutschland braucht diese PDS, die gegen die Vorherrschaft des Großkapitals in Staat und Gesellschaft ankämpft,"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Es lohnt sich, mehr PDS in den Bundestag zu wählen: als Partei der sozialen Gerechtigkeit,"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Moderne, sozial gerechte Politik muss daher mehr sein als Anpassung an neue Bedingungen und Unterstützung der Wirtschaft."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Sie muss bewusst Gestaltung sozialer Verhältnisse sein.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die Einkommens- und Lebensinteressen der Menschen müssen gegenüber den Profitinteressen, zumal denen der Banken und transnationalen Großkonzerne, durchgesetzt werden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Längerfristige volkswirtschaftliche Erfordernisse und gesellschaftliche Zusammenhänge müssen gegen die soziale Blindheit und das Kurzzeitdenken der Märkte, insbesondere der Finanzmärkte, zur Geltung gebracht werden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"zudem führten die Steuergeschenke an Banken, Großunternehmen und Spitzenverdiener ebenfalls nicht zu beschäftigungswirksamer Nachfrage, sondern förderten Unternehmensübernahmen, Fusionen und spekulative Finanzanlagen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Im Ergebnis vermehrte sich privater Reichtum in den Händen weniger, zugleich schrumpften die Einnahmen in den öffentlichen Kassen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Erforderliche Leistungen werden oftmals schlecht, inhuman oder einkommensabhängig und damit Einkommensschwache ausgrenzend erbracht, wenn sie marktwirtschaftlich angeboten werden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Nirgendwo werden Frauen so nachhaltig diskriminiert wie bei der Konkurrenz um einen Arbeitsplatz, um Qualifizierung und beruflichen Aufstieg."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Die PDS wird auf gesetzliche Regelungen zur Gleichstellung von Frauen in der Privatwirtschaft bestehen.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Konsequente Schritte zur Umverteilung von bezahlter Erwerbsarbeit und unbezahlter häuslicher Arbeit bleiben für die PDS unverzichtbar.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Wenn die unbezahlt geleistete Arbeit – vor allem in den Familien und Lebensgemeinschaften – nicht in das Konzept der Arbeitszeitverkürzung einbezogen wird, kann sich an der Benachteiligung von Frauen und Männern auf dem Arbeitsmarkt und in der Wirtschaft nichts ändern."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Familiengerechte Arbeitszeitmodelle sowie mehr und bessere Einrichtungen zur Betreuung und Förderung von Kindern sind dafür ein entscheidendes Mittel.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Die PDS wird auf gesetzliche Regelungen zur Gleichstellung von Frauen und Männern in der Privatwirtschaft bestehen.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Betriebe, die sich um öffentliche Aufträge bewerben, sollen diskriminierungsfreie Einstellungs-, Entgelt- und Arbeitsbedingungen nachweisen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die PDS wird die Schlechterstellung Alleinerziehender durch die Streichung des Haushaltsfreibetrages nicht hinnehmen, sondern nach Wegen suchen, um durch steuerliche Berücksichtigung der Kinderbetreuungskosten vom ersten Euro an einen Ausgleich schaffen zu können."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Deshalb stehen wir in Opposition zu einer Politik, die Standortlogik und Wettbewerbsfähigkeit ausschließlich als Wettbewerb um niedrigste Steuersätze und Abgaben begreift."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Wir stehen aber auch gegen eine Politik, die sich zunehmend aus Lohn- und Verbrauchssteuern finanziert und gleichzeitig hohe private Vermögen und Gewinne der Konzerne, insbesondere der Banken und Versicherungen, aus der Finanzierung öffentlicher Aufgaben entlässt."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wir wollen wieder eine Besteuerung nach der Leistungsfähigkeit durchsetzen.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"§ einen leistungsgerechten Einkommenssteuertarif, der das reale Existenzminimum von der Steuer befreit, konsequenter das tatsächlich erzielte Einkommen erfasst und die erhebliche Schieflage zu Lasten Alleinerziehender beseitigt;"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,§ Individualbesteuerung und Abschaffung des Ehegattensplittings bei Ausgleich von Einkommensverlusten für untere und mittlere Einkommensgruppen
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,§ eine sachgerechte Besteuerung von Gewinnen aus der Veräußerung von Unternehmensanteilen und anderen Finanzanlagen;
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,§ eine Besteuerung nach der Leistungsfähigkeit im Rahmen der Körperschaftssteuer durch gewinnabhängig steigende Körperschaftssteuersätze
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"§ die Einschränkung von steuerlichen Gestaltungsmöglichkeiten und Steuerschlupflöchern, beispielsweise durch eine Mindestbesteuerung für Gewinne und andere Einkommen;"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"§ eine Abgaben- und Steuerreform, die eine höhere Beteiligung von großen Vermögen und Erbschaften an der Finanzierung öffentlicher Aufgaben und vor allem an der Förderung gemeinnütziger Zwecke sichert."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,§ Vermögen in Höhe des üblicherweise selbstgenutzten Wohneigentums soll steuerfrei bleiben;
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,§ eine Erweiterung des ermäßigten Mehrwertsteuersatzes - beispielsweise auf apothekenpflichtige Medikamente und arbeitsintensive Dienstleistungen des Handwerks - und durch Anwendung erhöhter Mehrwertsteuersätze auf Luxusgüter;
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"§ eine konsequente Besteuerung von Börsen- und anderen Spekulationsgewinnen, Einführung einer Tobinsteuer;"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die Zahl der Langzeitarbeitslosen stieg um mehr als 10 Prozent, die Jugendarbeitslosigkeit um 15 Prozent. Erwerbslosigkeit, Ausbildungsplatzmangel, niedrigere Einkommen, Wohnungsleerstand und Abwanderung mehren für viele Ostdeutsche nicht die Erwartungen auf eine lebenswerte Zukunft in ihrer Region."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die Diskriminierung ostdeutscher Berufsabschlüsse muss unmittelbar beendet,"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"die verbliebenen Überführungslücken bei Renten- und Versorgungsansprüchen müssen jetzt geschlossen werden, jegliche Reste von Rentenunrecht gehören abgeschafft."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Sondergebietsregelungen – wie bei den ostdeutschen Rentenwerten, den Sozialhilfe- und Unterhaltsregelsätzen – müssen in der kommenden Legislaturperiode überwunden werden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Das gilt auch für weitere Regelungen des Sozialversicherungs- und Förderrechts.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wir treten für die Anerkennung der Gleichwertigkeit des Grund- und des Gebäudeeigentums im Interesse der ostdeutschen Nutzerinnen und Nutzer von Freizeit- und Erholungsgrundstücken ein.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Wir sind gegen die Benachteiligung im Kündigungs- und Entschädigungsrecht, gegen überhöhte Nutzungsentgelte und gegen eine unangemessene Beteiligung an öffentlichen Lasten."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Gesellschaftliche, ökonomische und technologische Entwicklung messen wir daran, ob sie zu sozialem Fortschritt führen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Wachsende Produktivität und Effizienz, steigendes Bruttoinlandsprodukt und volkswirtschaftlicher Reichtum müssen soziale Sicherheit für alle stärken und fördern."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Darüber hinaus tritt die PDS dafür ein, die Beiträge auf einer breiteren solidarischen Basis zu erheben, die dem Wandel in der Struktur der Erwerbsarbeit Rechnung trägt."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Gleichzeitig kann so der einseitigen Belastung der sozialversicherungspflichtigen Löhne und Gehälter entgegen gewirkt werden.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Erneuerte Solidarität bei den Einnahmen heißt für uns auch, die Beitragsbemessungsgrenzen anzuheben."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,In der Krankenversicherung wollen wir die Versicherungspflichtgrenze auf die Beitragsbemessungsgrenze in der Rentenversicherung anheben und auch Einkommen aus Vermögensbesitz beitragspflichtig machen.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die PDS tritt für die Verankerung sozialer Grundrechte im Grundgesetz ein, die das Prinzip der Menschenwürde und das Sozialstaatsprinzip konkretisieren."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Dazu gehören die Grundrechte auf soziale Sicherung, auf Arbeit und Arbeitsförderung, auf gesundheitliche Fürsorge sowie auf Bildung und Weiterbildung."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wohnung und Wohnen gehören zu den wichtigsten Bedingungen sozialer Sicherheit und der Menschenwürde.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wohnen soll daher für alle bezahlbar und die Wohnung sicher sein.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die PDS setzt sich für bezahlbares, sicheres und selbstbestimmtes Wohnen ein."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per705,"Für Menschen mit Behinderungen wollen wir ein eigenständiges Nachteilsausgleichgesetz schaffen, mit dem bisherige Hilfen in einem einheitlichen Leistungsgesetz vereinigt werden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per705,"Menschen mit Behinderungen brauchen eine Reform, die bürgerrechtsorientierte Gleichstellungsgesetze in Bund und Ländern mit wirksamen Benachteiligungs- und Diskriminierungsverboten hervorbringt, damit Behinderung, die durch die Gesellschaft hervor gebracht wird, auch durch sie eingeschränkt und beseitigt werden kann."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per604,und die Überwindung der tradierten Rollenverteilung zwischen Frauen und Männern zu erleichtern
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per604,"Die heutige Ehe- und Familienförderung soll konsequent in eine Förderung umgewandelt werden, die an das Zusammenleben mit Kindern gebunden ist."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Nur so bekommt das Recht aller Kinder auf soziale Integration und individuelle Entfaltung einen verlässlichen materiellen Sockel.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Ziel einer Reform muss sein, Effizienz und gute Qualität der medizinischen Versorgung für alle Menschen zu garantieren"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"und keine Benachteiligungen von sozial schwachen Menschen,"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,von Menschen mit Behinderungen
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,oder von chronisch Kranken zuzulassen.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Die paritätische Finanzierung der gesetzlichen Krankenversicherungen muss beibehalten werden.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"An diesen Grundsätzen des gesellschaftlichen Solidarprinzips halten wir fest, gerade weil wir um die wachsende gesellschaftliche Bedeutung der Gesundheit wissen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Insbesondere für Kinder, für Frauen, für chronisch Kranke, für Seniorinnen und Senioren sowie für sozial benachteiligte Menschen wollen wir Präventions- und Versorgungsangebote ausbauen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Sie wollen eine Versicherungsleistung für qualifizierte Arbeitslose mit guten Arbeitsmarktchancen und eine kommunalisierte Sozialhilfe-Leistung für die, denen bestenfalls noch einfache Dienstleistungsjobs im Niedriglohnbereich offen stehen sollen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per705,Es muss besonders etwas gegen die extrem hohe Arbeitslosigkeit unter Menschen mit Behinderungen getan werden.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per705,Dies schließt eine deutliche Verschärfung der Beschäftigungspflicht schwer behinderter Menschen für Arbeitgeber bei einer drastischen Erhöhung der Ausgleichsabgabe mit ein.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die staatliche Förderung für private Vorsorge soll so umgestaltet werden, dass der Grundsatz „Gleiche Beiträge - gleiche Leistungen'' für Frauen wieder gilt."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Bildung, Wissen, kulturelle Angebote, Kunst und die Möglichkeiten kulturellen Selbstausdrucks als Grundbedingungen selbstbestimmten Lebens müssen uneingeschränkt allen offen stehen – unabhängig von ihrem Geschlecht, ihrem Alter, von ihrer sozialen und kulturellen Herkunft, von ihrem Einkommen, ihrer körperlichen Verfasstheit."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Alle Menschen sollen über die Voraussetzungen für die Nutzung des Internets verfügen können.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wir wollen Chancengleichheit für alle.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Chancengleichheit beginnt beim Start.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per603,"Sie sind in der Gesellschaft äußerst umstritten, weil sie grundsätzliche ethische Fragen über die Zukunft der menschlichen Natur aufwerfen."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per603,"Andererseits ist die Versuchung, Eingriffe in der menschlichen Keimbahn vorzunehmen, eugenische Programme und wirtschaftlichen Profit zu realisieren, ungleich größer geworden."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per603,und den moralischen Grundwerten unserer Gesellschaft abwägt.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Die gleichberechtigte demokratische Teilhabe aller an der Gestaltung der Gesellschaft, gleiche Rechte für alle – unabhängig von Besitz, sozialer Stellung, Geschlecht, Religion, Weltanschauung, sexueller Identität, Hautfarbe, Herkunft, Alter, Gesundheitszustand oder Lebensweise – sind Wesensmerkmale einer freien, demokratischen Gesellschaft."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"für die Sozialbindung des Eigentums,"
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,Wir treten weiter für die Beseitigung jeder Diskriminierung von Frauen ein.
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per503,"Für uns ist die tatsächlich gleiche Beteiligung beider Geschlechter an politischer und ökonomischer Macht sowie an Erwerbs- und Familienarbeit ein entscheidender Maßstab für die Entwicklung von Demokratie, Selbstbestimmung, Freiheit und Gerechtigkeit."
41221_200209,41221,Party of Democratic Socialism,200209,2009,german,per604,So halten wir auch weiter an der Forderung nach ersatzloser Streichung des § 218 fest.
